#MenusAndUI

sytx901	&New Game
sito025	Βέβαια! Είναι ένα από τα πιο διάσημα σχέδιά μου! Να, θα σου δείξω!
sito026	Εϊ... Τι είναι αυτό;
sima027	Η φίλη μου η Lola το άφησε εδώ για μένα.
sito028	Ω, ναι. Η Lola ήταν εδώ. Γλυκό κορίτσι. Την έχω σαν κόρη μου. Πες της ότι ο Μπαμπάς Toto λέει Γεια.
sima029	Σίγουρα.
sito030	Ω ναι, ναι. Ναι. Αυτό του το είπα και εγώ.
sito031	Με απαγάγεις; 
sito032	Εγώ του έδωσα την ιδέα!
sito033	Αα, ο τίγρης δεν μπορεί να αλλάξει τις ρίγες του.
sito034	Λοιπόν εξακολουθείς να σκοπεύεις να πας;
sito035	Εϊ, άκουσε με-πρέπει να φροντίζεις τον εαυτό σου.
sito036	Ναι, ναι. Ναι, ναι.
sito037	Αα-χαα.
sito038	Βέβαια.
sito039	Βέβαια, φυσικά. Καταλαβαίνω.
sito040	Σίγουρα.
sito041	Μμμμ-χμμμμ.
sito042	Εσύ το είπες αυτό;
sito043	Έχεις κότσια!
sito044	Ναι, αλλά δεν θα το έλεγα ακριβώς 'χρόνο ποιότητας.'
sito045	Λοιπόν, τι έγινε μετά το δείπνο;
sito046	Αα-χα.
sito047	Ωω, μου κάνεις πλάκα!
sito048	Ωω, δεν το πιστεύω.
sito049	Αλλά τι έγινε με τα παιδιά;
sito050	Ωω, αυτό είναι πολύ ντροπή.
sito051	ΜΜΜΜΜ...
sito052	Εε, αν δε μου το έλεγες εσύ θα το έκανε κάποιος άλλος.
sito053	Θα σου έλεγα, αλλά δεν μπορώ.
sito054	Κάποιος άλλος είναι εδώ.
sito055	Ας πούμε απλά ότι είναι άσχημα.
sito056	Ναι. Ναι. Χύθηκαν δάκρυα.
sito057	Όχι, όχι, συνέχισε. Πες μου τα όλα. Ακούω.
sina058	zzzzzzZZZ.
sina059	ZZzzzz...
sina060	Αααααααα!
sito061	Εϊ!  Κλείσε την πόρτα! Φρέναρες τον ακονιστή μου, πολύ επώδυνο! πολύ επώδυνο, ε Naranja; Σαν βασανιστήριο, ε;
sito062	Κλείσε την κωλόπορτα! Τίποτα να φάω εκεί μέσα! Θέλεις σνακ, πήγαινε φέρε τη μάνα σου! 
sito063	Μείνε μακριά από το ψυγείο μου! [Μην με κάνεις να έρθω μέσα και τις φας!]
sito064	Θα σε σκοτώσω!
sito065	Εε; Ποιος είναι εκεί;
sito066	[Τι στο διάολο;] Κοίτα! Το έσπασες.
sito067	Τώρα δεν κλείνει. 
sito068	Όταν τελειώσω με τον Naranja εδώ, θα...
sito069	...μεγάλο τατουάζ, πεταχτά αυτιά στο πλάι του κεφαλιού σου για να ξέρουν οι άνθρωποι τι βλάκας είσαι! 
sima070	Δεν θέλω να ξυπνήσω τον Toto!
sito071	Κρύψε αυτή την τρελή λεπίδα. Δεν υπάρχει χώρος εδώ μέσα για τέτοια πράγματα!
sitx072	liquid nitrogen
sima073	"Υγρό ’ζωτο -- Να μην χρησιμοποιηθεί πάνω σε κόκαλο".
sima074	Δεν μπορεί να υπάρχει πολύ εδώ μέσα--Καλύτερα να το φυλάξω.
sima075	Έχει τελειώσει!
sitx076	cabinet
sima077	Είναι ένα μικρό ντουλάπι.
sima078	Α χα!
sima079	Φαίνεται ότι ο Toto πήγε τελικά για ψώνια!
sito080	Ναι, πρέπει να θυμηθώ να πάρω περισσότερο υγρό άζωτο από το νεκροτομείο.
sima081	Υγρό άζωτο;
sito082	Πάγωσε τα κόκαλα, πονάει λιγότερο έτσι.
sina083	Εϊ, αυτό ακούγεται καλό. Θα μπορούσα να το δοκιμάσω!
sito084	Έχεις άφθονο παυσίπονο στο μπουκάλι σου, για αυτό σκάσε και κάτσε ακίνητος!
sitx085	lettuce crisper
sima086	Μοιάζει με κατσαρωτή μαρουλιών.
sima087	...μου μυρίζει περισσότερο με κατσαρωτή μούχλας.
sitx088	fridge
sima089	Τίποτα άλλο εκεί μέσα εκτός από λεκέδες.
sima090	Είναι ένα παλιό ψυγείο.
sitx091	cot
sima092	Ωωω, ο υδραυλικός του Toto εξαντλήθηκε.
sima093	Δε βλέπω να εμφανίζεσαι για δουλειά το πρωί.
sima094	Πολλοί λεκέδες για ένα τύπο χωρίς σωματικά υγρά.
sima095	Όχι, δεν θέλω να ενοχλήσω τα σκουντούφλικα ονειράκια του.
sima096	Για να δούμε τι έχεις επάνω σου, ε ναύτη;
sima097	Χμμμ...
sima098	Ήδη τον έψαξα πολύ καλά.
sima099	Πραγματικά αμφιβάλλω αν θα το αγγίξω αυτό σύντομα.
sima100	Όχι. Τα έκλεψα. Είναι δικά μου τώρα.
sitx101	dog tags
sima102	`Ναύτη Anselmo Naranja. Ανθυποπλοίαρχος, τρίτης τάξης.`
sima103	Θα μπορούσα να τους παραπλανήσω, αλλά δεν νομίζω αυτό να ξεγελούσε τον Velasco.
sitx104	phone
sima105	Αναρωτιέμαι αν η Inez έχει ηρεμήσει;
sima106	Ωωω, αυτό μου θύμισε. Ξέχασα το ραντεβού μου με την Inez!
sima107	Παρακαλώ, τηλεφωνητή;
sima108	Ναι, εγώ ο Manny είμαι! Περνούσα από την πόλη και--
sima109	Ουάου. Ακόμα έξαλλη...
sima110	Ναι, εγώ είμαι μωρό μου. Πως το κατάλαβες;
sima111	Εϊ, μη το λες αυτό καρδιά μου. Το ξέρεις ότι ήθελα να περάσω και --
sima112	Όσο περνά η ώρα τόσο χαίρομαι που θα φύγω από την πόλη.
sima113	Μάλλον θα μείνω μακριά από το τηλέφωνο για λίγο. Μέχρι να ηρεμήσει η Inez.
sitx114	Toto
sima115	Hola, Toto. ΏCσmo estαs?
sima116	Τι είναι αυτό που ασχολείσαι εκεί πέρα;
sima117	Μια σαρανταποδαρούσα;
sima118	Ένα ποντίκι;
sima119	Μια σαρανταποδαρούσα που τρώει ένα ποντίκι;
sima120	Είναι αυτό παπούτσι;
sima121	Υποτίθεται ότι αυτό είναι λαγουδάκι;
sima122	Φαίνεται καλό, ό,τι και να είναι.
sima123	Νομίζω ότι τα μαθήματα τέχνης ΠΡΑΓΜΑΤΙΚΑ βοήθησαν.
sima124	Μπορώ να το δοκιμάσω για λίγο;
sima125	Σου ξέφυγε ένα σημείο.
sima126	Δεν μπορώ ακριβώς να καταλάβω, αλλά φαίνεται ότι οι γονείς μου μαλώνουν.
sima127	Νομίζω ακούω τα δόντια σου να τρίζουν. Δε θα έπρεπε να το κάνεις αυτό.
sima128	Σκέφτομαι να βγω έξω για ντόνατς. Θέλεις τίποτα;
sima129	Συνέχισε την καλή δουλειά.
sito130	Όχι τώρα, Manny. Έχω μια δουλειά με τον Naranja εδώ.
sito131	Σου είπα Calavera, όχι τώρα.
sito132	[Τι σπαστικός που είναι. Μακάρι να έβγαζε το σκασμό.]
sito133	Με φτάνεις στα άκρα, Calavera!
sito134	Γιατί είσαι εκεί κάτω;
sito135	Εε, άντε χάσου!
sito136	Δεν έχεις ένα ωραίο club να δουλέψεις κάπου;
sito137	’ντε να σημαδέψεις καμιά τράπουλα.
sito138	Σκάσε!
sito139	(γρύλισμα)
sito140	(γρύλισμα)
sito141	(γρύλισμα)
sito142	(γρύλισμα)
sito143	(γρύλισμα)
sito144	(γρύλισμα)
sito145	(γρύλισμα)
sito146	Τι είναι αυτό; Μου κάνεις έλεγχο; Είσαι στο τμήμα υγείας; ’ντε φύγε. Θα πληρώσω αυτό το μήνα.
sito147	Δεν εντυπωσιάσθηκες.
sito148	Πολύ μεγάλο--Βγάλε όλο το χέρι. Κάν'το μόνο αν το σχέδιο δεν βγει καλό.
sito149	Χα! Ο κομμουνισμός πέθανε!
sima150	Το ίδιο και εμείς.
sito151	Αλλά τουλάχιστον κάποτε δούλευα! Εε; Χα χα χα!
sito152	Τι; Προσπαθείς να μου πεις κάτι;
sito153	Χμμμ. Δεν έχω φάει ένα καλό κομμάτι Lengua από τότε που έκλεισες το Rub-A-Mat! Εσύ και το ωραίο σου φαγητό, με το μαϊντανό και τους κύκνους από αλουμινόχαρτο...
sito154	Manny, σε πειράζει; Εργάζεται ένας καλλιτέχνης εδώ, ε; 
sitx155	ladder
sima156	Είναι η σκάλα από την οποία μπήκα.
sitx157	binders
sima158	Νομίζω αυτά είναι ντοσιέ με σχέδια τατουάζ...
sima159	Έχουν ταμπέλες, "Ναυτικά" και "Ωραία..."
sima160	Και το τρίτο λέει απλά, "Αγκυρομανία!"
sito161	ΑΧ ΑΧ ΑΧ! Φύγε από εκεί!
sitx162	booze
sima163	Δυνατό πράμα. Αυτό θα έπρεπε να σκοτώνει τον πόνο.
sina164	Θα έπρεπε, αλλά δεν το κάνει.
sito165	Εγώ σκοτώνω τον πόνο. Κλείνω το τρυπάνι μου, σταματάω να δουλεύω. Τι θα'λεγες γι'αυτό;
sina166	Όχι, όχι, όχι! Θα αντέξω!
sina167	Έλα λοιπόν!
sito168	Θα σε κάνω να 'πεταχτείς', ναυτάκι...
sima169	Θα το πρόσεχε αν το έπαιρνα, και είναι πιο μεγαλόσωμος από μένα.
sina170	Ουπς--Το χρειάζομαι αυτό!
sito171	Πρέπει να μείνεις ακίνητος, ή θα χρειαστεί να σε δέσω κάτω!
sima172	Μπαα, θα με έβλεπε να το κάνω!
sima173	Θα μπορούσα να ρουφήξω λίγο ποτό, αλλά το σιφόνι δε χωρά μέσα από το λαιμό του μπουκαλιού.
sima174	Τέλος πάντων. Έχω πολύ μπόμπα(ποτό) στο σπίτι μου.
sima175	Υπάρχει πιο δυνατό πράμα από αυτό εκεί μέσα ήδη.
sitx176	Sailor
sima177	Φαίνεται να πονάει.
sima178	Ωω, όχι. Τέλος το ψάρεμα ναυτών για μένα!
sima179	Πονάς, ναύτη;
sina180	Όχι, όχι, αλλά το ποτό είναι, λίγο.
sitx181	photo
sima182	Φαίνεται ότι αυτές οι γάτες πιάστηκαν σβέρκο με σβέρκο...
evtx001	stairs
evtx002	elevator
pctx001	door
pctx002	bridge
pctx003	door
pcma004	Φαίνεται ότι ο Membrillo επιτέλους κλείδωσε και πήγε σπίτι.
pctx005	stairs
mgma043	Χμμμμ...
mgma044	Αργά τη νύχτα και ακόμα στο νεκροτομείο, έτσι δεν είναι Membrillo;
mgme045	Ξέρεις ότι δεν μπορώ να κοιμηθώ όταν υπάρχει κάποιος αγνώστων στοιχείων εδώ, Manny.
mgme046	Αν δεν αναγνωρίσω αυτούς τους κήπους με τα τριαντάφυλλα απόψε, δεν θα είμαι έτοιμος για τους δύο που έρχονται αύριο, και πριν το καταλάβεις...
mgme047	...Είμαι μέχρι το λαιμό μέσα στις αζαλέες.
mgtx048	corpse
mgma049	Κανένα στοιχείο;
mgme050	Το ξέρω ότι είναι ένας κακομοίρης ιατροδικαστής που του φταίνε τα εργαλεία του, Manny...
mgme051	...αλλά πως να βρω οτιδήποτε με τον εξοπλισμό που μου έδωσαν;
mgma052	Εϊ, είχα μια κυβερνητική εργασία για χρόνια, φίλε μου.
mgma053	Ξέρω πως νιώθεις.
mgma054	Δεν θα μου άρεσε να τελειώσει έτσι.
mgme055	Τότε άκου τη συμβουλή μου--αγόρασε ένα μπρασελέ ταυτότητα και φόρα το, πάντα.
